State Code,Year,Beach ID(Def.),Beach Name(Def.),StationID(Def.),Station Name (Def.),CountyName(Def.),Identifier(Def.),StartDate(Def.),StartTime(Def.),ZoneCode(Def.),ActivityTypeCode(Def.),CharacteristicName(Def.),Result ValueText(Def.),ResultValue(Def.),ResultMeasureUnit,Result Comment(Def.),ActivityDepthValue(Def.),ActivityDepthUnitCode(Def.),ResultAnalyticalMethodIdentifier Context(Def.),ResultAnalyticalMethodIdentifier(Def.),ResultAnalyticalMethodName(Def.),Sample CollectionMethod Identifier(Def.),Sample Collection Method Name(Def.),Field Gear(Def.),Latitude,Longitude
TX,2022,TX710697,25th St.,GAL046,18th/19th Streets,GALVESTON,GAL046_20220510_92762,10-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.29295,-94.78423
TX,2022,TX710697,25th St.,GAL046,18th/19th Streets,GALVESTON,GAL046_20220504_92644,4-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.29295,-94.78423
TX,2022,TX710697,25th St.,GAL046,18th/19th Streets,GALVESTON,GAL046_20220426_92459,26-Apr-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.29295,-94.78423
TX,2022,TX710697,25th St.,GAL046,18th/19th Streets,GALVESTON,GAL046_20220412_92301,12-Apr-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.29295,-94.78423
TX,2022,TX710697,25th St.,GAL046,18th/19th Streets,GALVESTON,GAL046_20220329_92143,29-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.29295,-94.78423
TX,2022,TX710697,25th St.,GAL046,18th/19th Streets,GALVESTON,GAL046_20220329_92143,29-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,31,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.29295,-94.78423
TX,2022,TX710697,25th St.,GAL046,18th/19th Streets,GALVESTON,GAL046_20220325_92024,25-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.29295,-94.78423
TX,2022,TX710697,25th St.,GAL046,18th/19th Streets,GALVESTON,GAL046_20220323_91964,23-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,132,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.29295,-94.78423
TX,2022,TX710697,25th St.,GAL046,18th/19th Streets,GALVESTON,GAL046_20220315_91754,15-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.29295,-94.78423
TX,2022,TX710697,25th St.,GAL046,18th/19th Streets,GALVESTON,GAL046_20220308_91583,8-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.29295,-94.78423
TX,2022,TX710697,25th St.,GAL046,18th/19th Streets,GALVESTON,GAL046_20220222_91411,22-Feb-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.29295,-94.78423
TX,2022,TX710697,25th St.,GAL046,18th/19th Streets,GALVESTON,GAL046_20220208_91244,8-Feb-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.29295,-94.78423
TX,2022,TX710697,25th St.,GAL046,18th/19th Streets,GALVESTON,GAL046_20220125_91051,25-Jan-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.29295,-94.78423
TX,2022,TX710697,25th St.,GAL046,18th/19th Streets,GALVESTON,GAL046_20220111_90902,11-Jan-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.29295,-94.78423
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20221220_97515,20-Dec-22,8:11:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20221206_97346,6-Dec-22,8:20:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20221122_97195,22-Nov-22,8:19:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20221108_96993,8-Nov-22,8:19:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20221025_96792,25-Oct-22,8:19:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20221011_96633,11-Oct-22,8:19:00 AM,CDT,Sample-Routine,Enterococcus,,31,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20221004_96464,4-Oct-22,8:20:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220927_96261,27-Sep-22,9:20:00 AM,CDT,Sample-Routine,Enterococcus,,41,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220920_96122,20-Sep-22,8:19:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220913_95952,13-Sep-22,8:20:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220907_95794,7-Sep-22,8:12:00 AM,CDT,Sample-Routine,Enterococcus,,41,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220907_95794,7-Sep-22,8:12:00 AM,CDT,Sample-Routine,Enterococcus,,31,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220831_95622,31-Aug-22,8:08:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220823_95391,23-Aug-22,8:07:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220816_95207,16-Aug-22,8:10:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220809_95029,9-Aug-22,8:08:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220802_94866,2-Aug-22,8:08:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220726_94694,26-Jul-22,8:08:00 AM,CDT,Sample-Routine,Enterococcus,,63,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220719_94524,19-Jul-22,8:08:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220712_94366,12-Jul-22,8:08:00 AM,CDT,Sample-Routine,Enterococcus,,96,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220706_94232,6-Jul-22,8:09:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220630_94048,30-Jun-22,10:26:00 AM,CDT,Sample-Routine,Enterococcus,,52,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220628_93987,28-Jun-22,8:08:00 AM,CDT,Sample-Routine,Enterococcus,,115,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220621_93828,21-Jun-22,8:08:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220614_93664,14-Jun-22,8:20:00 AM,CDT,Sample-Routine,Enterococcus,,31,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220607_93465,7-Jun-22,8:08:00 AM,CDT,Sample-Routine,Enterococcus,,52,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220607_93465,7-Jun-22,8:08:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220531_93277,31-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220524_93097,24-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220517_92962,17-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,41,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220510_92755,10-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220510_92755,10-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220504_92655,4-May-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220426_92452,26-Apr-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220412_92294,12-Apr-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220329_92136,29-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,31,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220325_92019,25-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,85,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220323_91980,23-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,110,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220315_91747,15-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220308_91576,8-Mar-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,31,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220222_91404,22-Feb-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220208_91237,8-Feb-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220125_91044,25-Jan-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL036,53rd St.,GALVESTON,GAL036_20220111_90895,11-Jan-22,9:00:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.27126,-94.81735
TX,2022,TX486021,61st St.,GAL084,81st Street,GALVESTON,GAL084_20221221_97591,21-Dec-22,9:49:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.25586,-94.84511
TX,2022,TX486021,61st St.,GAL084,81st Street,GALVESTON,GAL084_20221206_97343,6-Dec-22,8:04:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.25586,-94.84511
TX,2022,TX486021,61st St.,GAL084,81st Street,GALVESTON,GAL084_20221122_97192,22-Nov-22,8:04:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.25586,-94.84511
TX,2022,TX486021,61st St.,GAL084,81st Street,GALVESTON,GAL084_20221108_96990,8-Nov-22,8:04:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.25586,-94.84511
TX,2022,TX486021,61st St.,GAL084,81st Street,GALVESTON,GAL084_20221025_96809,25-Oct-22,8:04:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.25586,-94.84511
TX,2022,TX486021,61st St.,GAL084,81st Street,GALVESTON,GAL084_20221011_96650,11-Oct-22,8:04:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.25586,-94.84511
TX,2022,TX486021,61st St.,GAL084,81st Street,GALVESTON,GAL084_20221004_96481,4-Oct-22,8:04:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.25586,-94.84511
TX,2022,TX486021,61st St.,GAL084,81st Street,GALVESTON,GAL084_20220927_96278,27-Sep-22,9:02:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.25586,-94.84511
TX,2022,TX486021,61st St.,GAL084,81st Street,GALVESTON,GAL084_20220920_96119,20-Sep-22,8:04:00 AM,CDT,Sample-Routine,Enterococcus,,30,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.25586,-94.84511
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20221221_97608,21-Dec-22,9:05:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20221207_97420,7-Dec-22,9:05:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20221121_97142,21-Nov-22,9:30:00 AM,CDT,Sample-Routine,Enterococcus,,20,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20221109_97063,9-Nov-22,9:05:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20221026_96864,26-Oct-22,9:07:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20221012_96710,12-Oct-22,9:05:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20221005_96538,5-Oct-22,9:06:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220928_96323,28-Sep-22,10:11:00 AM,CDT,Sample-Routine,Enterococcus,,10,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220921_96180,21-Sep-22,9:06:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220914_96007,14-Sep-22,9:07:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
TX,2022,TX751320,Pirates Beach,GAL023,Pirates Drive,GALVESTON,GAL023_20220907_95789,7-Sep-22,9:18:00 AM,CDT,Sample-Routine,Enterococcus,,5,cfu/100mL,,2,ft,21TXBCH,19299,ENTEROLERT,SPL_WTRGRB,Sample Water Grab,Water Bottle,29.20126,-94.93818
